"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000163923",82.9433789705163,-2.45316239003485,0.242596439834271,-10.112112080914,4.88202650251922e-24,4.01066368975074e-23,"ribosomal protein L39 like","RPL39L","116832"
"ENSG00000114315",123.781913522491,2.76971002038931,0.204734711836746,13.5282873897703,1.06475359995796e-41,1.51616797644255e-40,"hes family bHLH transcription factor 1","HES1","3280"
"ENSG00000185112",747.773002441521,2.65534841444062,0.0952230064718645,27.8855763205207,3.99157031963289e-171,4.86179862568178e-169,"family with sequence similarity 43 member A","FAM43A","131583"
"ENSG00000174004",28.3483561931734,2.00237212075462,0.384007078036714,5.21441461702219,1.84398612345999e-07,6.29089525174845e-07,"negative regulator of reactive oxygen species","NRROS","375387"
"ENSG00000013810",552.986640142839,-2.544958949571,0.103319860005943,-24.6318466694072,5.76032733192636e-134,4.28766182918842e-132,"transforming acidic coiled-coil containing protein 3","TACC3","10460"
"ENSG00000185818",14.1384375688828,2.23453109657186,0.562208518375938,3.97455930235064,7.05096926225551e-05,0.000186264895119415,"N-acetyltransferase 8 like","NAT8L","339983"
"ENSG00000168824",98.7057455599554,3.01075542251617,0.247873958458449,12.1463159794612,6.00092130543624e-34,6.79274794159134e-33,"neuronal vesicle trafficking associated 1","NSG1","27065"
"ENSG00000170891",35.5822887576156,-2.62187632615604,0.356618494235779,-7.35204810893116,1.95192521915996e-13,9.91298203996539e-13,"cytokine like 1","CYTL1","54360"
"ENSG00000109805",341.700815482402,-2.99419452373216,0.130956217985163,-22.8640882410898,1.05839909199217e-115,5.73481096241935e-114,"non-SMC condensin I complex subunit G","NCAPG","64151"
"ENSG00000145147",601.510428483162,-2.68630819028892,0.0934361677058086,-28.750196591399,9.00646604833827e-182,1.26416472971818e-179,"slit guidance ligand 2","SLIT2","9353"
"ENSG00000121895",97.3293035011483,2.230026283287,0.22194855542673,10.0474917667269,9.42354042981267e-24,7.66045994785324e-23,"transmembrane protein 156","TMEM156","80008"
"ENSG00000182308",2.50576531263447,3.63918208097863,1.52769922229893,2.38213257417405,0.0172126994246027,0.0324773734630387,"DDB1 and CUL4 associated factor 4 like 1","DCAF4L1","285429"
"ENSG00000183783",9.4117335376046,3.30256006709393,0.804410517925859,4.105565496097,4.0332698239384e-05,0.000109429916541245,"potassium channel tetramerization domain containing 8","KCTD8","386617"
"ENSG00000151834",575.342157756052,3.89205191840207,0.22200964222348,17.5310039664144,8.3089342001438e-69,2.12599083752985e-67,"gamma-aminobutyric acid type A receptor subunit alpha2","GABRA2","2555"
"ENSG00000109158",32.3023324609356,2.20689363923889,0.359698252556197,6.13540272591149,8.494372927924e-10,3.45161478389148e-09,"gamma-aminobutyric acid type A receptor subunit alpha4","GABRA4","2557"
"ENSG00000226887",11.9943138057467,3.40217383830248,0.723670974564028,4.70127165228936,2.58546282334572e-06,7.95004195503218e-06,"endogenous retrovirus group MER34 member 1, envelope","ERVMER34-1","100288413"
"ENSG00000128045",91.2973239768626,3.29009902599294,0.261911559041116,12.5618702665828,3.42148245154215e-36,4.1231241513351e-35,"RAS like family 11 member B","RASL11B","65997"
"ENSG00000128052",158.249549565563,8.82208547360949,1.03474164868906,8.52588226712092,1.51649448575569e-17,9.38291172588888e-17,"kinase insert domain receptor","KDR","3791"
"ENSG00000171476",11.8032425178761,-3.08512997569094,0.66393100258347,-4.64676293724223,3.37184274275392e-06,1.02758929575491e-05,"HOP homeobox","HOPX","84525"
"ENSG00000150471",361.934827073374,4.01054310963882,0.163786564842337,24.4863985852528,2.06226388929879e-132,1.51212165176545e-130,"adhesion G protein-coupled receptor L3","ADGRL3","23284"
"ENSG00000145242",27.7228881038375,3.21304016955673,0.820054620676363,3.91808068456061,8.92568322013302e-05,0.000232949741983921,"EPH receptor A5","EPHA5","2044"
"ENSG00000081051",5.77137993126952,-4.13630031841696,1.20806013345264,-3.42391922709626,0.00061724964366354,0.00145575696084385,"alpha fetoprotein","AFP","174"
"ENSG00000169429",474.860270115843,3.62731884629865,0.290195682161103,12.4995617415318,7.50639571112553e-36,9.00156712697868e-35,"C-X-C motif chemokine ligand 8","CXCL8","3576"
"ENSG00000124875",15.6239336094411,4.42713939965894,0.811894297499369,5.45285194549896,4.95683376862742e-08,1.77057237232261e-07,"C-X-C motif chemokine ligand 6","CXCL6","6372"
"ENSG00000163739",89.969932192717,5.35622764368183,0.822396353471018,6.51295159697055,7.36882611260238e-11,3.21878361729502e-10,"C-X-C motif chemokine ligand 1","CXCL1","2919"
"ENSG00000163735",26.7226430125157,2.59935693121028,0.447158249378115,5.81305820663117,6.13417199965963e-09,2.34880298599594e-08,"C-X-C motif chemokine ligand 5","CXCL5","6374"
"ENSG00000163734",33.6805951969964,5.21854549718157,0.69855097926461,7.47052921273595,7.9872935955273e-14,4.14933849174767e-13,"C-X-C motif chemokine ligand 3","CXCL3","2921"
"ENSG00000081041",10.029168068751,3.40156313020198,0.803987269292633,4.2308669056349,2.32792390063741e-05,6.47460699143125e-05,"C-X-C motif chemokine ligand 2","CXCL2","2920"
"ENSG00000124882",475.977843695234,3.83127009054048,0.208831238988934,18.3462498670685,3.53698289659563e-75,1.00827957311463e-73,"epiregulin","EREG","2069"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948615,25.9632398074477,1.28882642604908e-148,1.15119538588553e-146,"amphiregulin","AREG","374"
"ENSG00000169116",30.6343106330526,2.09558472590486,0.366974548800728,5.71043613992641,1.12687015737532e-08,4.23884950980028e-08,"prostate androgen-regulated mucin-like protein 1","PARM1","25849"
"ENSG00000138772",26.1026152491626,-2.04562129455664,0.394201679000675,-5.18927595575547,2.11113340286763e-07,7.17405674232492e-07,"annexin A3","ANXA3","306"
"ENSG00000138675",1899.0947019017,-2.09456336867563,0.139261799152052,-15.0404732771598,3.98689473879544e-51,7.04542621826945e-50,"fibroblast growth factor 5","FGF5","2250"
"ENSG00000118777",191.950750642772,2.67194143273507,0.174051784780071,15.3514164540817,3.46536532915659e-53,6.39205935182851e-52,"ATP binding cassette subfamily G member 2 (Junior blood group)","ABCG2","9429"
"ENSG00000185477",2.45456827670127,4.66078902512505,1.51157079023798,3.08340770754855,0.00204644575759842,0.00450291394080106,"GPRIN family member 3","GPRIN3","285513"
"ENSG00000145335",49.9113385245775,2.08308396687826,0.288728971467027,7.21466902435924,5.40653141337375e-13,2.67926899698394e-12,"synuclein alpha","SNCA","6622"
"ENSG00000138778",450.871623803202,-2.60090358369557,0.107886183051877,-24.1078469005149,2.0682623341338e-128,1.4177697804867e-126,"centromere protein E","CENPE","1062"
"ENSG00000155011",7.97124197947323,-4.60136834200022,1.14804915968361,-4.00798894645618,6.12379857419385e-05,0.000162793187926531,"dickkopf WNT signaling pathway inhibitor 2","DKK2","27123"
"ENSG00000138795",161.116339780714,3.74650853798352,0.224859086938375,16.6615838790197,2.49333136002036e-62,5.59310769923592e-61,"lymphoid enhancer binding factor 1","LEF1","51176"
"ENSG00000145386",450.26224000273,-3.10889812508228,0.120040919855,-25.8986529663185,6.89649522071109e-148,6.08626027322396e-146,"cyclin A2","CCNA2","890"
"ENSG00000164056",77.735522007974,2.05081062052541,0.245448434079746,8.35536241334955,6.523212628519e-17,3.90968311179801e-16,"sprouty RTK signaling antagonist 1","SPRY1","10252"
"ENSG00000142731",110.320153551081,-2.41840246676391,0.208714147144,-11.587151613136,4.78791070585321e-31,4.90029360992115e-30,"polo like kinase 4","PLK4","10733"
"ENSG00000137463",78.264285950296,-2.170785000807,0.22862246001696,-9.49506448599129,2.20075122906928e-21,1.63152271700317e-20,"mitochondria localized glutamic acid rich protein","MGARP","84709"
"ENSG00000137473",2.78393830919451,4.83837961989824,1.47378394015132,3.28296400040935,0.00102721782572338,0.0023565063787661,"tetratricopeptide repeat domain 29","TTC29","83894"
"ENSG00000151617",710.546799779895,2.15452232894923,0.0832907837670107,25.867475745889,1.54742340030969e-147,1.35749559962883e-145,"endothelin receptor type A","EDNRA","1909"
"ENSG00000181541",113.019258575418,-2.89489496205222,0.227270657454299,-12.7376538374046,3.65213074327778e-37,4.54603909581317e-36,"mab-21 like 2","MAB21L2","10586"
"ENSG00000121211",15.4715839935867,-2.45251008866055,0.535950993613471,-4.57599690621958,4.73957547833505e-06,1.4217761734114e-05,"meiotic nuclear divisions 1","MND1","84057"
"ENSG00000196104",3.0537154881243,3.92329504490708,1.45671973581185,2.69323943958277,0.00707614308202147,0.0143017274743325,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3","SPOCK3","50859"
"ENSG00000109511",12.898715568313,3.21938954281114,0.687544764045225,4.68244354574036,2.83475272515068e-06,8.69300575598643e-06,"annexin A10","ANXA10","11199"
"ENSG00000150628",3.73796238289649,-2.88568707130382,1.15556327332132,-2.49721251784835,0.0125173914559183,0.0242610882795008,"spermatogenesis associated 4","SPATA4","132851"
"ENSG00000164122",3.35833022129466,-2.68750833170719,1.16361030525468,-2.30962919421635,0.020908691888502,0.0387609538847083,"ankyrin repeat and SOCS box containing 5","ASB5","140458"
"ENSG00000109674",36.0477220192735,-3.16666886587852,0.404205333960679,-7.8343074665773,4.7143386157593e-15,2.59350214703474e-14,"nei like DNA glycosylase 3","NEIL3","55247"
"ENSG00000151725",132.714236498326,-3.03907518288448,0.211017229569101,-14.4020238967704,5.02501635544307e-47,8.01500985351948e-46,"centromere protein U","CENPU","79682"
"ENSG00000164342",3.51765533707121,-4.32310170422226,1.41632030059071,-3.0523474827122,0.00227059085731227,0.00496498042360064,"toll like receptor 3","TLR3","7098"
"ENSG00000066230",63.7062225791386,2.60456293731998,0.279869034611458,9.30636338863246,1.32284119573403e-20,9.42292583022143e-20,"solute carrier family 9 member A3","SLC9A3","6550"
"ENSG00000071539",271.294566270165,-2.53724646457275,0.144068353176299,-17.6114074231687,2.01375063080661e-69,5.20678189418031e-68,"thyroid hormone receptor interactor 13","TRIP13","9319"
"ENSG00000145506",3.93151698607067,4.30247089765747,1.38614679942764,3.10390710380316,0.00190983286164913,0.00421742833607804,"NKD inhibitor of WNT signaling pathway 2","NKD2","85409"
"ENSG00000145569",67.8008797181229,3.86511204493091,0.34461368356198,11.2157822782326,3.41156445371728e-29,3.31441245345321e-28,"OTU deubiquitinase with linear linkage specificity like","OTULINL","54491"
"ENSG00000113387",1168.42585268541,-2.03750868098461,0.0744625121996901,-27.3628785921232,7.58875919564371e-165,8.4092581222103e-163,"SUB1 regulator of transcription","SUB1","10923"
"ENSG00000113494",11.8692921457661,-2.31703808707628,0.612805867119114,-3.78103117381855,0.000156180113887414,0.00039638066445199,"prolactin receptor","PRLR","5618"
"ENSG00000168621",298.434562927483,3.53230156284131,0.162968329260344,21.6747731223188,3.54982013840953e-104,1.66086505396443e-102,"glial cell derived neurotrophic factor","GDNF","2668"
"ENSG00000112964",26.8572917152289,-2.67979335523664,0.418560087645959,-6.40241015407889,1.52943132657132e-10,6.53734306583762e-10,"growth hormone receptor","GHR","2690"
"ENSG00000177453",7.74492240681012,-2.01131032550629,0.72471079278092,-2.77532823512718,0.00551460203069708,0.0113686116559538,"NIM1 serine/threonine protein kinase","NIM1K","167359"
"ENSG00000164283",39.798169344581,-2.34616362508872,0.324225163239888,-7.23621695997985,4.61373052079653e-13,2.29487547807962e-12,"endothelial cell specific molecule 1","ESM1","11082"
"ENSG00000035499",53.6399081364249,-2.32435911203708,0.28073738515627,-8.27947838419613,1.23715987630189e-16,7.34028271213256e-16,"DEP domain containing 1B","DEPDC1B","55789"
"ENSG00000134057",780.375869741297,-2.66975909691587,0.085091511539682,-31.3751518642473,4.41709378008828e-216,9.04154557374181e-214,"cyclin B1","CCNB1","891"
"ENSG00000153044",66.1878385608816,-2.5101082169304,0.264926951499731,-9.47471822976433,2.67481625223321e-21,1.97799507904732e-20,"centromere protein H","CENPH","64946"
"ENSG00000205572",2.68178740059858,3.70725801297734,1.47327264185349,2.51634212681321,0.0118580011949165,0.0231198864414181,"small EDRK-rich factor 1A","SERF1A","8293"
"ENSG00000145703",61.8223319848083,2.55412278839017,0.278399611473159,9.17430442835377,4.54499140334631e-20,3.1536762383483e-19,"IQ motif containing GTPase activating protein 2","IQGAP2","10788"
"ENSG00000164251",2348.7701339719,3.34450833214979,0.0690717570320987,48.4207797203645,0,0,"F2R like trypsin receptor 1","F2RL1","2150"
"ENSG00000175471",88.2467406077237,3.92621260247591,0.318529597272178,12.3260526999663,6.55814131057845e-35,7.68925112452706e-34,"multiple C2 and transmembrane domain containing 1","MCTP1","79772"
"ENSG00000172795",852.701537725169,2.13206737940806,0.077083574231491,27.6591660501525,2.16519603499814e-168,2.53259199712719e-166,"decapping mRNA 2","DCP2","167227"
"ENSG00000184838",1048.67798618006,2.27794331497316,0.0824087393200419,27.6420114391819,3.4815054194666e-168,4.04019109229125e-166,"proline rich 16","PRR16","51334"
"ENSG00000113368",458.103921938047,-2.36416749938422,0.108156831609049,-21.8586978206787,6.42510073996192e-106,3.06450274128022e-104,"lamin B1","LMNB1","4001"
"ENSG00000113396",5.73413891357101,3.38606678916483,1.05078175061586,3.22242633846681,0.00127109844500143,0.00287960023344696,"solute carrier family 27 member 6","SLC27A6","28965"
"ENSG00000112984",587.875352632019,-3.36365680003982,0.112773758929551,-29.826591149995,1.76651861158298e-195,3.06293544676587e-193,"kinesin family member 20A","KIF20A","10112"
"ENSG00000158402",53.7934307925121,-2.88735130507106,0.312580152328623,-9.23715496189123,2.5313830894021e-20,1.78078873372831e-19,"cell division cycle 25C","CDC25C","995"
"ENSG00000204967",3.89445981286963,3.32792122883211,1.26619561594188,2.62828364506426,0.0085816925906889,0.0171122967665503,"protocadherin alpha 4","PCDHA4","56144"
"ENSG00000112852",50.949124547636,2.45351155594533,0.303736915674495,8.07775225641218,6.59714612150826e-16,3.79355206940261e-15,"protocadherin beta 2","PCDHB2","56133"
"ENSG00000113205",9.77531824626817,2.41233704854221,0.671663034346149,3.59158822978932,0.000328668867097867,0.000803385827708207,"protocadherin beta 3","PCDHB3","56132"
"ENSG00000177839",22.155099279807,2.12113753312245,0.433829654283427,4.88933274196301,1.01178347923872e-06,3.24731378854971e-06,"protocadherin beta 9","PCDHB9","56127"
"ENSG00000197479",12.085736057502,3.19560778730461,0.694799164637318,4.5993258914937,4.23860269302647e-06,1.27695270829567e-05,"protocadherin beta 11","PCDHB11","56125"
"ENSG00000156463",29.2657464617272,-3.24386842484876,0.438691479591495,-7.3944185737763,1.42028355911708e-13,7.25802326430912e-13,"SH3 domain containing ring finger 2","SH3RF2","153769"
"ENSG00000169247",59.25969157849,-2.52839808980614,0.27340494996866,-9.24781387497179,2.29130902917362e-20,1.61575657760578e-19,"SH3 domain and tetratricopeptide repeats 2","SH3TC2","79628"
"ENSG00000172548",6.75498692786927,-2.65598442787001,0.816686084406236,-3.25214850428242,0.00114536162409089,0.00260861375611985,"NIPA like domain containing 4","NIPAL4","348938"
"ENSG00000164330",138.175426165247,2.74368955622585,0.195029612020198,14.0680665249014,5.96788155300895e-45,9.15240773446887e-44,"EBF transcription factor 1","EBF1","1879"
"ENSG00000170214",17.0391279710509,-2.42222128987565,0.53352018214828,-4.54007434193455,5.62343970543275e-06,1.67329405165895e-05,"adrenoceptor alpha 1B","ADRA1B","147"
"ENSG00000145861",18.9983305696761,-3.34282259706826,0.5503730975107,-6.07373909115039,1.24965708955838e-09,5.01427884179457e-09,"C1q and TNF related 2","C1QTNF2","114898"
"ENSG00000164611",280.216894109733,-2.76607222902358,0.135056743230392,-20.4808154177461,3.19268942498039e-93,1.25143236024896e-91,"PTTG1 regulator of sister chromatid separation, securin","PTTG1","9232"
"ENSG00000072571",206.177187110627,-3.25943932136838,0.171144583040396,-19.0449458782989,7.23607833872743e-81,2.25943479991875e-79,"hyaluronan mediated motility receptor","HMMR","3161"
"ENSG00000214357",96.7254694204387,-2.33147380791352,0.209480483889183,-11.1297900626718,8.98468601580979e-29,8.59846120136394e-28,"neuralized E3 ubiquitin protein ligase 1B","NEURL1B","54492"
"ENSG00000164379",17.6911305914125,3.76917117956632,0.662801914572373,5.68672343380016,1.29499921608925e-08,4.85237407356074e-08,"forkhead box Q1","FOXQ1","94234"
"ENSG00000197977",138.440519118398,-3.04177882976071,0.205165767563921,-14.8259569121979,9.95510852769642e-50,1.70404633543774e-48,"ELOVL fatty acid elongase 2","ELOVL2","54898"
"ENSG00000112186",594.764952135933,-2.53736074346246,0.102393456094884,-24.7804971160577,1.45498953950896e-135,1.1168560329835e-133,"cyclase associated actin cytoskeleton regulatory protein 2","CAP2","10486"
"ENSG00000124766",2576.65254960143,2.39228794578303,0.061708614920763,38.7674873087794,0,0,"SRY-box transcription factor 4","SOX4","6659"
"ENSG00000275713",3.93648678658218,-2.8468163158283,1.13604388242353,-2.50590347773817,0.0122138956905701,0.0237247565758936,"H2B clustered histone 9","H2BC9","8345"
"ENSG00000137310",251.350826632731,-2.5951785332239,0.153882938364076,-16.86462814405,8.19160101516421e-64,1.89228551350298e-62,"transcription factor 19","TCF19","6941"
"ENSG00000242574",12.2895100238672,2.56215145511147,0.618954245502942,4.13948441864155,3.48087240500174e-05,9.48790410669792e-05,"major histocompatibility complex, class II, DM beta","HLA-DMB","3109"
"ENSG00000237649",344.951209818618,-2.71783588359324,0.135925204388882,-19.9950840303136,6.07764332992355e-89,2.25622940545121e-87,"kinesin family member C1","KIFC1","3833"
"ENSG00000124493",6.71757539764395,3.03846019441604,0.934748953806176,3.25056281907974,0.00115176819858733,0.0026223945173459,"glutamate metabotropic receptor 4","GRM4","2914"
"ENSG00000065060",236.20897567444,-2.34338363672427,0.137984374504937,-16.9829637966757,1.09798493806583e-64,2.5808775147072e-63,"bridge-like lipid transfer protein family member 3A","BLTP3A","54887"
"ENSG00000172348",38.3626989252067,-2.26761382710148,0.333592095500185,-6.79756462365047,1.06402425941602e-11,4.91277867646407e-11,"regulator of calcineurin 2","RCAN2","10231"
"ENSG00000146072",1758.22981855472,2.05910888556673,0.0611321274507737,33.6829253525459,1.02809855530018e-248,2.97100323686551e-246,"TNF receptor superfamily member 21","TNFRSF21","27242"
"ENSG00000135298",1.3727249194834,3.82409716562438,1.72245958873067,2.22013752348319,0.0264094337354912,0.0479751305797693,"adhesion G protein-coupled receptor B3","ADGRB3","577"
"ENSG00000185760",79.8175803211215,-2.41292793288011,0.239540297116954,-10.0731608081041,7.26064386023548e-24,5.92838610593632e-23,"potassium voltage-gated channel subfamily Q member 5","KCNQ5","56479"
"ENSG00000112742",194.232777572403,-3.15940789674911,0.169755980233059,-18.6114674276072,2.59414396351134e-77,7.69265467489539e-76,"TTK protein kinase","TTK","7272"
"ENSG00000025039",5.53837810807071,3.9100630662966,1.21091434629485,3.22901704671398,0.00124216490298495,0.00281819986764043,"Ras related GTP binding D","RRAGD","58528"
"ENSG00000135333",12.098410886869,5.09290356106766,1.11095068565728,4.58427509593237,4.55564135571625e-06,1.36799189691414e-05,"EPH receptor A7","EPHA7","2045"
"ENSG00000057657",689.791384929011,2.83420145486102,0.101922368589602,27.8074528102182,3.52494702555736e-170,4.18957010182777e-168,"PR/SET domain 1","PRDM1","639"
"ENSG00000112297",163.54138957761,-2.59076399615198,0.171904630451245,-15.0709378179709,2.5151728460735e-51,4.46072411617704e-50,"crystallin beta-gamma domain containing 1","CRYBG1","202"
"ENSG00000196376",3.75194349493765,2.64114521437281,1.13461096928512,2.3277980610719,0.0199228290917306,0.037115744552386,"solute carrier family 35 member F1","SLC35F1","222553"
"ENSG00000146374",2.22141941977733,4.50382477469614,1.53797718438716,2.92840805469477,0.00340702583605974,0.00726667825931236,"R-spondin 3","RSPO3","84870"
"ENSG00000197594",381.182790486167,-3.06334361005445,0.123854621094795,-24.7333816290137,4.68015360243306e-135,3.55546926766281e-133,"ectonucleotide pyrophosphatase/phosphodiesterase 1","ENPP1","5167"
"ENSG00000118514",3.28032867563986,3.11904811071048,1.31750428076641,2.36739125348124,0.0179139837060215,0.0336798433294228,"aldehyde dehydrogenase 8 family member A1","ALDH8A1","64577"
"ENSG00000120279",6.23037622284854,-2.80450709567584,0.870827578789569,-3.22050789844534,0.00127963666481869,0.00289563721266665,"MYC target 1","MYCT1","80177"
"ENSG00000091844",494.500786591075,2.80821461979282,0.10641297337133,26.389776836641,1.79527756357735e-153,1.70701940206471e-151,"regulator of G protein signaling 17","RGS17","26575"
"ENSG00000198719",11.0724117189139,2.80700801381182,0.684312460295474,4.1019390653793,4.0970218071495e-05,0.000111057398186076,"delta like canonical Notch ligand 1","DLL1","28514"
"ENSG00000005108",44.1708787387906,4.77726026992854,0.539192152234837,8.86003301444172,7.99907470887933e-19,5.24656711435085e-18,"thrombospondin type 1 domain containing 7A","THSD7A","221981"
"ENSG00000136244",275.682590826831,2.19103621706041,0.12706305057769,17.2436928524768,1.24803643632912e-66,3.04529155606267e-65,"interleukin 6","IL6","3569"
"ENSG00000197576",11.5656968001157,-2.25645573924212,0.594551303358953,-3.79522461139037,0.000147509849974424,0.000375929477593473,"homeobox A4","HOXA4","3201"
"ENSG00000106004",133.552068969642,-2.71531484466177,0.188146273317351,-14.4319353064293,3.25809050876348e-47,5.23639453851213e-46,"homeobox A5","HOXA5","3202"
"ENSG00000164619",256.743546135647,-2.00679508283035,0.135233667545283,-14.8394635689251,8.14043004795409e-50,1.39666656631836e-48,"BMP binding endothelial regulator","BMPER","168667"
"ENSG00000011426",1596.87539052221,-3.15458442694676,0.195254342657193,-16.1562830512059,1.02562171688808e-58,2.1593732662138e-57,"anillin, actin binding protein","ANLN","54443"
"ENSG00000078053",80.132513261961,-2.03443288892898,0.219700771698305,-9.26001703682079,2.0439959523064e-20,1.44481593981255e-19,"amphiphysin","AMPH","273"
"ENSG00000015520",3.7631851157348,3.31185928881622,1.26471804095333,2.61865426251037,0.00882773676368191,0.0175767609326052,"NPC1 like intracellular cholesterol transporter 1","NPC1L1","29881"
"ENSG00000146674",3178.86104164133,-2.2074889188992,0.135068842787517,-16.3434354906846,4.84446441022627e-60,1.04688733838585e-58,"insulin like growth factor binding protein 3","IGFBP3","3486"
"ENSG00000158683",9.50063825125523,-2.50425203081925,0.695214674294026,-3.60212769294931,0.000315623250468802,0.000773342554515246,"polycystin 1 like 1, transient receptor potential channel interacting","PKD1L1","168507"
"ENSG00000188372",4.49334552276318,-2.66445654725383,1.019594639938,-2.61325083801525,0.00896854516079636,0.0178186059018356,"zona pellucida glycoprotein 3","ZP3","7784"
"ENSG00000105825",8418.09761877604,2.22774893158966,0.169181103119888,13.1678354763475,1.3439568779405e-39,1.7892715869094e-38,"tissue factor pathway inhibitor 2","TFPI2","7980"
"ENSG00000127920",2352.92723869813,2.10488854245723,0.0685910534774325,30.6875085852088,8.35463562373096e-207,1.64174159763396e-204,"G protein subunit gamma 11","GNG11","2791"
"ENSG00000004799",97.2602338299486,8.11744355043552,1.03742050535677,7.82464151086346,5.09105566923955e-15,2.79865641377294e-14,"pyruvate dehydrogenase kinase 4","PDK4","5166"
"ENSG00000158560",10.2700071433032,3.14953727775849,0.744307508846766,4.23150007264928,2.32137919456636e-05,6.45762298405418e-05,"dynein cytoplasmic 1 intermediate chain 1","DYNC1I1","1780"
"ENSG00000070669",959.561594045913,-2.13885806176134,0.0878714944897965,-24.3407497981009,7.26430617959678e-131,5.17204562680663e-129,"asparagine synthetase (glutamine-hydrolyzing)","ASNS","440"
"ENSG00000189056",1627.76146781533,-3.12240029434527,0.144982250332827,-21.5364314402444,7.09679397687192e-103,3.24821582705399e-101,"reelin","RELN","5649"
"ENSG00000105989",21.5386085061283,-2.11536945968151,0.435962599358269,-4.8521810421245,1.22111073168623e-06,3.88113412402168e-06,"Wnt family member 2","WNT2","7472"
"ENSG00000184408",85.5648908725402,4.79223323236849,0.384653639040158,12.458567256316,1.25606939610159e-35,1.49894338135589e-34,"potassium voltage-gated channel subfamily D member 2","KCND2","3751"
"ENSG00000002745",348.823885685684,2.60025229682804,0.135883636480849,19.135875107335,1.26930027022273e-81,3.98020157075374e-80,"Wnt family member 16","WNT16","51384"
"ENSG00000106484",2093.24886892985,-2.44600513949216,0.181853569898968,-13.4504103540617,3.06168486845295e-41,4.27707218874499e-40,"mesoderm specific transcript","MEST","4232"
"ENSG00000189320",37.586757734365,-2.06185063992176,0.33683568354134,-6.1212357854856,9.28523843335971e-10,3.76260225545382e-09,"family with sequence similarity 180 member A","FAM180A","389558"
"ENSG00000157680",1359.06349386339,2.5449370237062,0.0693613891171909,36.6909754273571,1.01726211409053e-294,5.35443179909509e-292,"diacylglycerol kinase iota","DGKI","9162"
"ENSG00000059377",647.559048040462,2.02879434912469,0.0975269949122881,20.8023875948327,4.11791646923766e-96,1.6952472883694e-94,"thromboxane A synthase 1","TBXAS1","6916"
"ENSG00000055118",33.8253112795313,-2.25618872299508,0.360734961442493,-6.25442212191777,3.98990497281694e-10,1.66251680772904e-09,"potassium voltage-gated channel subfamily H member 2","KCNH2","3757"
"ENSG00000196584",49.7213807729217,-2.10623178950526,0.287233734277075,-7.33281484086935,2.25368212747036e-13,1.13944312846168e-12,"X-ray repair cross complementing 2","XRCC2","7516"
"ENSG00000186480",2070.26356084303,2.59794153305796,0.119731649124338,21.6980351649551,2.14118355083512e-104,1.00499245771363e-102,"insulin induced gene 1","INSIG1","3638"
"ENSG00000164690",7.77495369285953,2.14673269578474,0.743116138426346,2.88882529227632,0.00386683847877432,0.00817053268819728,"sonic hedgehog signaling molecule","SHH","6469"
"ENSG00000146918",411.384817035459,-2.38462725743531,0.112514106515989,-21.1940291868775,1.08411369077318e-99,4.79809837075529e-98,"non-SMC condensin II complex subunit G2","NCAPG2","54892"
"ENSG00000101825",1024.97040543336,3.28766304155909,0.0909710035947873,36.1396809053943,5.40390383186235e-286,2.21229818538853e-283,"matrix remodeling associated 5","MXRA5","25878"
"ENSG00000126010",77.7866747405693,-2.84408370923195,0.251287585449186,-11.3180430467667,1.06830067677307e-29,1.05315153005227e-28,"gastrin releasing peptide receptor","GRPR","2925"
"ENSG00000102098",22.396392077351,-2.44380390614331,0.442787573163078,-5.5191339013556,3.40674538657749e-08,1.23453684552198e-07,"Scm polycomb group protein like 2","SCML2","10389"
"ENSG00000189221",5.6792187186349,-2.37228330480923,0.866252244376841,-2.73855949027387,0.00617089948695802,0.0126052275313634,"monoamine oxidase A","MAOA","4128"
"ENSG00000130052",41.4878523991622,-2.50136973083701,0.325359871771637,-7.68800933322432,1.49441910998313e-14,8.05587009617092e-14,"StAR related lipid transfer domain containing 8","STARD8","9754"
"ENSG00000090889",306.183799947627,-3.24452209879669,0.148378652114665,-21.8665020375665,5.41534369946123e-106,2.59127712476167e-104,"kinesin family member 4A","KIF4A","24137"
"ENSG00000147166",4.62206502198581,-2.3329749221677,0.973242142641393,-2.3971166269434,0.0165246631152771,0.0312873182159499,"integrin subunit beta 1 binding protein 2","ITGB1BP2","26548"
"ENSG00000186871",93.40046139122,-3.01092162000333,0.244990200184995,-12.2899675894373,1.02547138258549e-34,1.19568016111907e-33,"ERCC excision repair 6 like, spindle assembly checkpoint helicase","ERCC6L","54821"
"ENSG00000179300",4.49828930855356,-3.74422113805874,1.23516704225229,-3.0313479958397,0.0024346447068859,0.00530246692627227,"retrotransposon Gag like 3","RTL3","203430"
"ENSG00000102271",27.7551434858917,-2.75820128714752,0.414910183671398,-6.64770689102191,2.97694377664774e-11,1.33640564667178e-10,"kelch like family member 4","KLHL4","56062"
"ENSG00000165194",10.291624711491,4.83508113400952,1.12095374530457,4.31336364614741,1.60789321776343e-05,4.5501402157061e-05,"protocadherin 19","PCDH19","57526"
"ENSG00000182489",25.8137008067768,2.06302628448104,0.406369736560868,5.0767222528443,3.84001564098356e-07,1.27983153588457e-06,"XK related X-linked","XKRX","402415"
